City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Kamenka,RU,2022-10-29 21:17:05,51.3223,42.7678,5.34,93,99,6.63
382,Saint-Pierre,RE,2022-10-29 21:17:06,-21.3393,55.4781,21.62,60,0,2.57
383,Millinocket,US,2022-10-29 21:17:07,45.6573,-68.7098,13.06,41,0,0.0
384,Oranjemund,NA,2022-10-29 21:17:07,-28.55,16.4333,16.04,90,84,1.88
385,Oswego,US,2022-10-29 21:17:08,43.4501,-76.1497,18.08,29,32,0.64
386,Lichtenburg,ZA,2022-10-29 21:17:09,-26.152,26.1597,19.13,58,0,6.64
387,Concordia Sagittaria,IT,2022-10-29 21:17:10,45.7594,12.8406,16.72,65,54,1.02
388,Affery,CI,2022-10-29 21:17:11,6.315,-3.9603,24.1,91,84,1.28
389,Temirtau,KZ,2022-10-29 21:17:11,50.0544,72.9483,-5.42,61,77,2.77
390,Severnyy,RU,2022-10-29 21:17:12,50.677,36.5532,12.02,87,75,6.0
391,Northeim,DE,2022-10-29 21:17:13,51.7,10.0,17.33,89,98,0.45
392,Pontes E Lacerda,BR,2022-10-29 21:16:26,-15.2261,-59.3353,28.78,55,88,3.31
393,Mogadishu,SO,2022-10-29 21:14:46,2.0371,45.3438,25.77,84,36,5.0
394,Ballachulish,GB,2022-10-29 21:17:15,56.6774,-5.1308,11.11,94,100,2.5
395,Elliot,ZA,2022-10-29 21:17:16,-31.3333,27.85,18.24,56,100,4.77
396,Yabelo,ET,2022-10-29 21:17:16,4.8833,38.0833,15.9,78,80,4.37
397,Lethem,GY,2022-10-29 21:17:17,3.3803,-59.7968,29.81,66,100,2.65
398,Pala,TD,2022-10-29 21:17:19,9.3642,14.9046,25.06,37,45,0.92
399,Pudozh,RU,2022-10-29 21:17:20,61.8099,36.5345,9.44,95,100,6.31
400,Tonj,SS,2022-10-29 21:17:20,7.2737,28.6822,23.96,74,98,1.79
401,Bara,NG,2022-10-29 21:17:21,10.3744,10.7288,25.77,29,97,3.07
402,Sechura,PE,2022-10-29 21:17:22,-5.5569,-80.8222,22.93,58,96,7.47
403,Benguela,AO,2022-10-29 21:16:02,-12.5763,13.4055,25.09,86,21,3.26
404,Kamskiye Polyany,RU,2022-10-29 21:17:23,55.4307,51.4171,1.45,97,100,5.87
405,Mathbaria,BD,2022-10-29 21:17:24,22.2876,89.9593,19.67,84,0,2.17
406,Eydhafushi,MV,2022-10-29 21:17:24,5.1033,73.0708,27.27,72,46,3.45
407,Mala Tokmachka,UA,2022-10-29 21:17:25,47.5356,35.8929,11.69,79,100,6.05
408,Panama City,PA,2022-10-29 21:16:37,8.9936,-79.5197,28.97,81,40,2.06
409,Asmar,AF,2022-10-29 21:17:26,35.0333,71.3581,16.92,46,1,1.97
410,Kargalinskaya,RU,2022-10-29 21:17:27,43.7417,46.4792,7.49,71,11,1.33
411,Roald,NO,2022-10-29 21:17:28,62.5833,6.1333,8.98,93,100,4.63
412,Amboasary,MG,2022-10-29 21:17:29,-25.0333,46.3833,21.44,85,93,7.11
413,Kitui,KE,2022-10-29 21:17:30,-1.367,38.0106,18.13,81,75,2.6
414,Nola,IT,2022-10-29 21:17:30,40.922,14.5329,20.35,82,0,1.29
415,Constitucion,CL,2022-10-29 21:15:56,-35.3333,-72.4167,15.32,85,55,5.33
416,Los Algarrobos,PA,2022-10-29 21:17:32,8.5,-82.4333,25.23,89,75,4.63
417,Manoel Urbano,BR,2022-10-29 21:17:32,-8.8389,-69.2597,31.97,48,76,1.49
418,Canico,PT,2022-10-29 21:17:33,32.6333,-16.85,22.23,92,40,3.6
419,Tallahassee,US,2022-10-29 21:17:33,30.4383,-84.2807,20.91,78,100,4.63
420,Brumadinho,BR,2022-10-29 21:16:50,-20.1433,-44.1997,29.18,40,56,1.64
421,Banda Aceh,ID,2022-10-29 21:18:34,5.5577,95.3222,25.48,86,100,4.16
422,Syracuse,IT,2022-10-29 21:18:35,37.0881,15.2792,17.77,69,0,2.44
423,Bandarbeyla,SO,2022-10-29 21:18:35,9.4942,50.8122,25.38,70,19,3.96
424,Thinadhoo,MV,2022-10-29 21:18:36,0.5333,72.9333,26.59,80,100,6.45
425,Praia,CV,2022-10-29 21:18:37,14.9215,-23.5087,27.3,39,0,3.09
426,Correntina,BR,2022-10-29 21:18:37,-13.3433,-44.6367,25.78,61,90,1.75
427,Huarmey,PE,2022-10-29 21:18:38,-10.0681,-78.1522,19.02,75,100,4.33
428,Omutninsk,RU,2022-10-29 21:18:38,58.67,52.1932,0.51,97,100,4.21
429,Mount Pleasant,US,2022-10-29 21:18:39,32.7941,-79.8626,17.78,91,100,4.47
430,Katoro,TZ,2022-10-29 21:18:40,-3.0203,31.8958,18.74,78,100,1.92
431,Poggibonsi,IT,2022-10-29 21:18:40,43.4724,11.1456,18.94,56,0,0.21
432,Boueni,YT,2022-10-29 21:18:42,-12.9025,45.0761,24.99,77,2,2.06
433,Vagur,FO,2022-10-29 21:18:42,61.4732,-6.8119,9.63,94,1,8.49
434,Zastron,ZA,2022-10-29 21:18:43,-30.3023,27.084,16.45,63,98,4.72
435,Abonnema,NG,2022-10-29 21:18:43,4.7084,6.7931,24.42,91,100,1.67
436,Key West,US,2022-10-29 21:18:44,24.5557,-81.7826,31.0,67,0,4.12
437,Kibala,TD,2022-10-29 21:18:44,9.1104,18.3463,22.97,94,0,0.0
438,Nata,PA,2022-10-29 21:18:45,8.3333,-80.5167,28.93,74,68,1.78
439,Reyes,BO,2022-10-29 21:18:45,-14.3167,-67.3833,32.32,51,99,3.06
440,Gunjur,GM,2022-10-29 21:18:46,13.2019,-16.7339,27.04,94,0,2.06
441,Youkounkoun,GN,2022-10-29 21:18:46,12.5333,-13.1333,26.12,50,5,1.02
442,Begunitsy,RU,2022-10-29 21:18:47,59.5855,29.3176,7.5,69,87,7.21
443,Basti,IN,2022-10-29 21:18:48,26.8,82.7167,19.69,60,0,2.35
444,Bournemouth,GB,2022-10-29 21:18:48,50.7205,-1.8795,16.03,90,0,3.6
445,Virginia Beach,US,2022-10-29 21:18:49,36.8529,-75.978,16.02,72,75,7.2
446,Teguise,ES,2022-10-29 21:18:49,29.0605,-13.564,23.12,65,0,2.06
447,Leningradskaya,RU,2022-10-29 21:18:50,46.3214,39.3877,8.28,84,90,3.41
448,Bonthe,SL,2022-10-29 21:18:50,7.5264,-12.505,25.75,87,100,2.66
449,Kutum,SD,2022-10-29 21:18:51,14.2,24.6667,23.23,24,60,5.6
450,Qandala,SO,2022-10-29 21:18:52,11.472,49.8728,25.08,69,6,1.14
451,Erice,IT,2022-10-29 21:18:52,38.037,12.5865,15.26,88,20,2.06
452,Sarany,RU,2022-10-29 21:18:53,58.5,58.8833,-2.66,95,100,2.81
453,Port Blair,IN,2022-10-29 21:15:26,11.6667,92.75,27.3,81,24,5.06
454,Kidal,ML,2022-10-29 21:18:53,18.4411,1.4078,24.5,18,0,4.53
455,Rafai,CF,2022-10-29 21:18:54,4.95,23.9167,21.25,97,100,2.53
456,Jaisalmer,IN,2022-10-29 21:18:55,26.9147,70.9181,26.23,30,32,2.39
457,Araouane,ML,2022-10-29 21:18:55,18.9048,-3.5265,25.75,14,0,3.15
458,San Luis,AR,2022-10-29 21:18:56,-33.295,-66.3356,31.34,23,25,7.65
459,Ponferrada,ES,2022-10-29 21:18:56,42.5466,-6.5962,12.57,86,100,2.24
460,Banepa,NP,2022-10-29 21:18:57,27.6298,85.5214,13.18,88,20,1.03
461,Kemijarvi,FI,2022-10-29 21:18:57,66.7131,27.4306,0.4,75,100,8.7
462,Mehran,IR,2022-10-29 21:18:58,33.1222,46.1646,22.4,24,30,2.83
463,La Roche-Sur-Yon,FR,2022-10-29 21:18:55,46.6667,-1.4333,15.18,88,0,0.0
464,Adwa,ET,2022-10-29 21:18:59,14.1646,38.8955,16.92,49,88,4.37
465,Lokachi,UA,2022-10-29 21:18:59,50.737,24.6494,13.75,85,100,5.36
466,Puertollano,ES,2022-10-29 21:20:00,38.6871,-4.1073,19.53,42,87,1.45
467,Changji,CN,2022-10-29 21:20:01,44.0167,87.3167,1.44,75,0,1.0
468,Eslov,SE,2022-10-29 21:20:02,55.8393,13.3039,12.82,93,99,2.92
469,Sembe,CG,2022-10-29 21:20:03,1.6481,14.5806,21.36,98,99,0.2
470,Safakulevo,RU,2022-10-29 21:20:04,54.9901,62.5442,-4.91,74,99,3.25
471,Nador,MA,2022-10-29 21:16:52,35.174,-2.9287,20.14,88,40,0.51
472,Bodden Town,KY,2022-10-29 21:20:05,19.2833,-81.25,30.0,68,40,5.66
473,Nsoko,SZ,2022-10-29 21:20:06,-27.0333,31.95,17.81,79,23,1.93
474,Maues,BR,2022-10-29 21:20:06,-3.3836,-57.7186,32.07,44,100,0.74
475,Ust-Tsilma,RU,2022-10-29 21:20:07,65.441,52.1498,1.94,98,100,4.49
476,Szamotuly,PL,2022-10-29 21:20:08,52.612,16.5779,14.99,92,100,1.65
477,Kathmandu,NP,2022-10-29 21:20:09,27.7167,85.3167,14.12,88,20,1.03
478,Lapy,PL,2022-10-29 21:18:35,52.9911,22.8842,11.82,70,100,5.64
479,Bani Walid,LY,2022-10-29 21:20:11,31.7566,13.9942,18.65,80,0,2.57
480,Paso De Carrasco,UY,2022-10-29 21:20:12,-34.8603,-56.0522,22.25,75,0,3.6
481,Beloha,MG,2022-10-29 21:20:12,-25.1667,45.05,20.65,79,100,7.64
482,Novo Oriente,BR,2022-10-29 21:20:13,-5.5344,-40.7742,31.81,30,100,2.12
483,Tandalti,SD,2022-10-29 21:20:14,13.0167,31.8667,31.58,25,73,5.62
484,Capoterra,IT,2022-10-29 21:20:14,39.1763,8.9718,19.18,77,0,2.06
485,Nurota,UZ,2022-10-29 21:20:15,40.5614,65.6886,11.57,83,100,2.52
486,Marsaxlokk,MT,2022-10-29 21:20:16,35.8419,14.5431,21.16,77,20,2.06
487,Viedma,AR,2022-10-29 21:20:16,-40.8135,-62.9967,10.7,59,100,4.27
488,Priiskovyy,RU,2022-10-29 21:20:17,51.9333,116.6333,-0.35,90,100,2.26
489,Sabzevar,IR,2022-10-29 21:20:18,36.2126,57.6819,17.6,45,0,9.26
490,Saqqez,IR,2022-10-29 21:20:19,36.2499,46.2735,10.29,70,95,1.26
491,Yumbe,UG,2022-10-29 21:20:19,3.4651,31.2469,18.63,94,100,1.88
492,Peno,RU,2022-10-29 21:20:20,56.9262,32.7426,10.13,81,100,6.01
493,Otacilio Costa,BR,2022-10-29 21:20:21,-27.4831,-50.1219,17.13,86,100,0.65
494,Burhanpur,IN,2022-10-29 21:20:21,21.3,76.2333,20.67,50,0,1.2
495,Salalah,OM,2022-10-29 21:20:22,17.0151,54.0924,26.05,73,40,1.54
496,Yining,CN,2022-10-29 21:20:23,29.0361,114.5636,14.29,74,90,0.91
497,Kindu,CD,2022-10-29 21:20:23,-2.95,25.95,21.66,98,100,0.82
498,Barra Do Garcas,BR,2022-10-29 21:20:24,-15.89,-52.2567,24.32,83,75,5.14
499,Marsh Harbour,BS,2022-10-29 21:20:24,26.5412,-77.0636,26.67,68,18,9.06
500,Lucapa,AO,2022-10-29 21:20:25,-8.4192,20.7447,18.78,94,97,1.1
501,Remanso,BR,2022-10-29 21:20:26,-9.6179,-42.0831,29.55,46,100,2.91
502,Chinsali,ZM,2022-10-29 21:20:26,-10.5414,32.0816,22.86,38,15,3.5
503,Nara,JP,2022-10-29 21:20:27,34.6851,135.8049,10.39,72,100,0.42
504,Svetlogorsk,BY,2022-10-29 21:20:28,52.6333,29.7333,12.35,86,100,6.69
505,Horta,PT,2022-10-29 21:20:28,38.5333,-28.6333,16.12,89,100,5.81
506,Ginir,ET,2022-10-29 21:20:29,7.1333,40.7,13.97,74,92,2.1
507,Ampanihy,MG,2022-10-29 21:20:30,-24.7,44.75,20.75,78,96,7.53
508,Griffith,US,2022-10-29 21:20:31,41.5284,-87.4237,20.03,50,0,3.6
509,Kandi,BJ,2022-10-29 21:20:31,11.1342,2.9386,25.48,32,0,1.34
510,Ilheus,BR,2022-10-29 21:20:32,-14.7889,-39.0494,25.9,94,75,6.17
511,Mattru,SL,2022-10-29 21:21:32,7.6244,-11.8332,24.22,94,90,1.09
512,Ponnani,IN,2022-10-29 21:21:33,10.767,75.9252,24.62,83,72,1.85
513,Coyah,GN,2022-10-29 21:21:33,9.75,-13.4167,24.13,85,6,0.46
514,Marabba,SD,2022-10-29 21:21:34,12.35,32.1833,32.6,29,86,3.11
515,Belmonte,BR,2022-10-29 21:21:34,-15.8631,-38.8828,25.01,80,13,3.61
516,Salinopolis,BR,2022-10-29 21:21:35,-0.6136,-47.3561,27.46,78,60,7.12
517,Ootmarsum,DE,2022-10-29 21:21:36,52.4076,6.8969,19.3,72,99,3.75
518,Timbiqui,CO,2022-10-29 21:21:36,2.7717,-77.6654,26.27,82,100,2.63
519,Novoagansk,RU,2022-10-29 21:21:37,61.9449,76.6625,-7.69,95,73,3.23
520,Espanola,US,2022-10-29 21:21:37,35.9911,-106.0806,17.75,20,1,0.45
521,Shorkot,PK,2022-10-29 21:21:38,31.9099,70.8774,23.82,22,0,2.14
522,Mayor Pablo Lagerenza,PY,2022-10-29 21:21:38,-19.9309,-60.7718,37.16,31,31,7.15
523,Salym,RU,2022-10-29 21:21:39,60.0625,71.4789,-1.83,91,98,3.6
524,Kassala,SD,2022-10-29 21:21:40,15.451,36.4,29.95,36,100,4.44
525,Kisangani,CD,2022-10-29 21:21:40,0.5167,25.2,21.26,98,98,0.44
526,Pohrebyshche,UA,2022-10-29 21:21:41,49.4864,29.2636,12.99,75,93,6.54
527,Dustlik,UZ,2022-10-29 21:21:41,40.5247,68.0358,14.78,60,100,4.72
528,Matiri,TZ,2022-10-29 21:21:42,-10.75,34.9,19.61,44,86,2.41
529,Hare Bay,CA,2022-10-29 21:21:43,48.8499,-54.0148,11.22,53,39,5.75
530,Grindavik,IS,2022-10-29 21:21:43,63.8424,-22.4338,6.26,93,75,6.69
531,Padilla,CO,2022-10-29 21:21:44,3.2204,-76.3139,24.76,83,91,1.11
532,Waddan,LY,2022-10-29 21:21:44,29.1614,16.139,19.98,44,45,4.6
533,Morondava,MG,2022-10-29 21:21:45,-20.2833,44.2833,25.6,82,5,2.93
534,Lewisporte,CA,2022-10-29 21:21:45,49.2499,-55.0482,11.42,58,74,6.7
535,Isiro,CD,2022-10-29 21:21:46,2.7739,27.616,19.46,99,100,0.5
536,Carballo,ES,2022-10-29 21:21:47,43.213,-8.691,16.04,89,100,3.18
537,Emba,KZ,2022-10-29 21:21:47,48.8264,58.1442,1.04,97,100,3.67
538,Exu,BR,2022-10-29 21:21:48,-7.5119,-39.7242,28.4,32,96,1.97
539,Seydi,TM,2022-10-29 21:21:48,39.4816,62.9137,12.25,80,99,7.51
540,Backi Petrovac,RS,2022-10-29 21:21:49,45.3606,19.5917,14.57,62,8,1.76
541,Rovaniemi,FI,2022-10-29 21:21:50,66.5,25.7167,0.67,74,0,8.23
542,Cornwall,CA,2022-10-29 21:21:50,45.0181,-74.7281,16.58,27,0,4.12
543,Zatoka,UA,2022-10-29 21:21:51,46.0725,30.4654,14.03,80,75,7.27
544,Sinfra,CI,2022-10-29 21:21:52,6.6167,-5.9167,22.47,92,95,0.71
545,Namibe,AO,2022-10-29 21:21:52,-15.1961,12.1522,22.22,84,89,2.98
546,Aleksandrovka,UA,2022-10-29 21:21:53,46.8383,32.7612,12.01,83,79,5.8
547,Dese,ET,2022-10-29 21:21:53,11.1333,39.6333,9.14,56,46,1.1
548,Luau,AO,2022-10-29 21:21:54,-10.7073,22.2247,19.85,85,100,2.35
549,Arona,ES,2022-10-29 21:21:54,28.0996,-16.681,21.06,55,20,2.06
550,Corinto,GR,2022-10-29 21:21:55,37.9407,22.9573,18.83,60,0,1.96
551,Maarianhamina,AX,2022-10-29 21:21:56,60.0973,19.9348,7.92,61,0,5.66
552,San Andres,CO,2022-10-29 21:21:56,12.5847,-81.7006,30.01,62,20,2.57
553,Arlit,NE,2022-10-29 21:21:57,18.7369,7.3853,25.62,17,0,7.0
554,Martil,MA,2022-10-29 21:21:58,35.6166,-5.2752,16.98,82,40,2.57
555,Komarikhinskiy,RU,2022-10-29 21:21:58,58.0979,57.1163,-0.94,96,100,3.47
556,Birin,NP,2022-10-29 21:21:59,26.8865,88.0718,12.3,78,0,2.14
557,Maunabo,PR,2022-10-29 21:21:59,18.0072,-65.8993,27.91,87,100,4.97
558,Kanel,SN,2022-10-29 21:23:00,15.4916,-13.1763,30.0,58,0,1.03
559,Vyshkov,RU,2022-10-29 21:23:00,52.4764,31.6873,14.28,87,100,6.17
560,Acopiara,BR,2022-10-29 21:23:01,-6.0953,-39.4525,31.13,31,63,1.94
561,Gari,RU,2022-10-29 21:23:02,59.4307,62.3497,-0.55,96,100,4.29
562,Vallenar,CL,2022-10-29 21:18:05,-28.5708,-70.7581,26.09,28,0,3.63
563,Tazovskiy,RU,2022-10-29 21:23:03,67.4667,78.7,-9.63,94,33,3.98
564,Havelock,US,2022-10-29 21:23:04,34.8791,-76.9013,19.97,76,100,5.66
565,Slonim,BY,2022-10-29 21:23:04,53.0867,25.3219,11.82,66,100,6.48
566,Port-Cartier,CA,2022-10-29 21:23:05,50.0334,-66.8654,8.82,57,94,5.89
567,Bahia Honda,CU,2022-10-29 21:23:06,22.9036,-83.1592,27.28,66,6,5.37
568,Kadhan,PK,2022-10-29 21:23:06,24.481,68.9859,25.8,46,0,3.7
569,Ushtobe,KZ,2022-10-29 21:23:07,45.2514,77.9838,6.89,45,100,3.62
570,Ivanivka,UA,2022-10-29 21:23:08,46.7208,34.553,11.32,82,95,5.39
571,Salekhard,RU,2022-10-29 21:23:09,66.53,66.6019,-5.02,96,99,4.22
572,Bushehr,IR,2022-10-29 21:23:09,28.9684,50.8385,28.05,74,5,3.09
573,Hualmay,PE,2022-10-29 21:23:10,-11.0964,-77.6139,18.4,74,100,4.18
